2025年1回小倉10日目11R,2025022310011011,03Ｄ  
2025年1回小倉10日目10R,2025022310011010,0DＣ  
2025年1回小倉10日目 9R,2025022310011009,03Ｄ  
2025年1回小倉10日目 8R,2025022310011008,03Ｄ  
2025年1回小倉10日目 7R,2025022310011007,03Ｄ  
2025年1回小倉10日目 6R,2025022310011006,03Ｄ  
2025年1回小倉10日目 5R,2025022310011005,0DＣ  
2025年1回小倉10日目 3R,2025022310011003,03Ｄ  
2025年1回小倉10日目 2R,2025022310011002,03Ｄ  
2025年1回小倉10日目 1R,2025022310011001,03Ｄ  
2025年1回東京8日目12R,2025022305010812,0DＣ  
2025年1回東京8日目11R,2025022305010811,02Ｂ  
2025年1回東京8日目10R,2025022305010810,0DＣ  
2025年1回東京8日目 9R,2025022305010809,0DＣ  
2025年1回東京8日目 8R,2025022305010808,03Ｄ  
2025年1回東京8日目 7R,2025022305010807,0DＣ  
2025年1回東京8日目 6R,2025022305010806,02Ｂ  
2025年1回東京8日目 5R,2025022305010805,02Ｂ  
2025年1回東京8日目 4R,2025022305010804,0DＣ  
2025年1回東京8日目 3R,2025022305010803,03Ｄ  
2025年1回東京8日目 2R,2025022305010802,03Ｄ  
2025年1回東京8日目 1R,2025022305010801,0DＣ  
2025年1回京都7日目12R,2025022208010712,0DＣ  
2025年1回京都7日目11R,2025022208010711,0DＣ  
2025年1回京都7日目10R,2025022208010710,03Ｄ  
2025年1回京都7日目 9R,2025022208010709,02Ｂ  
2025年1回京都7日目 8R,2025022208010708,0DＣ  
2025年1回京都7日目 7R,2025022208010707,03Ｄ  
2025年1回京都7日目 6R,2025022208010706,03Ｄ  
2025年1回京都7日目 5R,2025022208010705,03Ｄ  
2025年1回京都7日目 4R,2025022208010704,03Ｄ  
2025年1回京都7日目 3R,2025022208010703,03Ｄ  
2025年1回京都7日目 2R,2025022208010702,0DＣ  
